epoch,accuracy,loss,val_accuracy,val_loss
0,0.6282716989517212,0.6548212766647339,0.721136748790741,0.5247883200645447
1,0.7492847442626953,0.4927770793437958,0.7850799560546875,0.4299723505973816
2,0.7716435194015503,0.47099220752716064,0.7744227647781372,0.4426930844783783
3,0.7818162441253662,0.45006245374679565,0.7957371473312378,0.4156395494937897
4,0.783193826675415,0.4449889063835144,0.6927176117897034,0.7676242589950562
5,0.7926247715950012,0.43175914883613586,0.7602131366729736,0.552274227142334
6,0.798134982585907,0.42315077781677246,0.7655417323112488,0.45883291959762573
7,0.8009960651397705,0.4221855401992798,0.7673179507255554,0.44522327184677124
8,0.8029034733772278,0.41320958733558655,0.8028419017791748,0.42036041617393494
9,0.8037511706352234,0.41143491864204407,0.7868561148643494,0.4213384687900543
10,0.8076719045639038,0.4043225049972534,0.7673179507255554,0.4382391571998596
11,0.807248055934906,0.4037468135356903,0.7531083226203918,0.6881181001663208
12,0.8107449412345886,0.40134426951408386,0.7761989235877991,0.45214590430259705
13,0.8157253265380859,0.397245317697525,0.714031994342804,0.7817307710647583
14,0.8251562714576721,0.3739621639251709,0.8188276886940002,0.4097376763820648
15,0.8280173540115356,0.366563618183136,0.8134990930557251,0.46092578768730164
16,0.8281233310699463,0.36214885115623474,0.7868561148643494,0.5823863744735718
17,0.8343753218650818,0.3567500710487366,0.7904085516929626,0.5132454633712769
18,0.8311963677406311,0.358005166053772,0.7264653444290161,1.0573838949203491
19,0.8344812989234924,0.35192179679870605,0.8188276886940002,0.4319598376750946
20,0.8451838493347168,0.3345557153224945,0.8010657429695129,0.5058436989784241
21,0.8469852805137634,0.33200803399086,0.7939609289169312,0.5717254877090454
22,0.8533432483673096,0.3250165581703186,0.80817049741745,0.5068236589431763
23,0.8493165373802185,0.32391560077667236,0.8010657429695129,0.5364478826522827
24,0.8532372713088989,0.31721019744873047,0.7921847105026245,0.7305802702903748
25,0.8566281795501709,0.3087814152240753,0.8046181201934814,0.630535900592804
26,0.8599131107330322,0.3057069480419159,0.8010657429695129,0.5918722152709961
27,0.8611847162246704,0.30542412400245667,0.8117229342460632,0.5490517020225525
28,0.8611847162246704,0.30112090706825256,0.7833037376403809,0.8403390645980835
29,0.8649994730949402,0.2953331768512726,0.7797513604164124,0.9067626595497131
30,0.8683903813362122,0.290321409702301,0.7992895245552063,0.6685945987701416
31,0.8672247529029846,0.28763559460639954,0.7975133061408997,0.5873753428459167
32,0.8687082529067993,0.28811928629875183,0.8099467158317566,0.5929157137870789
33,0.8707216382026672,0.28513196110725403,0.7957371473312378,0.6424658298492432
34,0.8719932436943054,0.28270986676216125,0.7904085516929626,0.7903145551681519
