epoch,accuracy,loss,val_accuracy,val_loss
0,0.6940764784812927,0.5810374617576599,0.6376554369926453,0.6182900071144104
1,0.7692063450813293,0.4696081876754761,0.7690941095352173,0.45040038228034973
2,0.7836176753044128,0.4466680586338043,0.7975133061408997,0.43226712942123413
3,0.7902935147285461,0.4318075180053711,0.7726465463638306,0.4757838547229767
4,0.7968634366989136,0.42300957441329956,0.7815275192260742,0.48503923416137695
5,0.8023736476898193,0.41353052854537964,0.7424511313438416,0.5398446917533875
6,0.8078838586807251,0.4015142023563385,0.7282415628433228,0.582594633102417
7,0.8150895237922668,0.3942170739173889,0.75133216381073,0.5412695407867432
8,0.8287591338157654,0.36745792627334595,0.7797513604164124,0.4547542929649353
9,0.835328996181488,0.3571052551269531,0.788632333278656,0.4551970660686493
10,0.8374483585357666,0.34765323996543884,0.7175843715667725,0.6551346778869629
11,0.843806266784668,0.3364535868167877,0.6980462074279785,0.7322145104408264
12,0.8511179685592651,0.3276829719543457,0.7264653444290161,0.6200670003890991
13,0.8642576932907104,0.3028188943862915,0.7637655138969421,0.5328787565231323
14,0.8712514638900757,0.2922699451446533,0.758436918258667,0.5370703339576721
15,0.8759139776229858,0.2820166349411011,0.7317939400672913,0.6035087704658508
16,0.8828017115592957,0.2728556990623474,0.7122557759284973,0.6897118091583252
17,0.8848150968551636,0.2637099623680115,0.7246891856193542,0.6597115397453308
18,0.8954116702079773,0.24626342952251434,0.721136748790741,0.6453715562820435
19,0.9014517068862915,0.23659956455230713,0.7548845410346985,0.591302752494812
20,0.9047366976737976,0.22880470752716064,0.7424511313438416,0.6136634945869446
21,0.9072798490524292,0.22230590879917145,0.7317939400672913,0.6498113870620728
22,0.9114125370979309,0.2153800129890442,0.75133216381073,0.6432710886001587
23,0.9163929224014282,0.2063916176557541,0.7424511313438416,0.6540260910987854
24,0.9184062480926514,0.20016121864318848,0.7300177812576294,0.6888960003852844
25,0.9204196333885193,0.1954496055841446,0.7229129672050476,0.7458890080451965
26,0.9225389361381531,0.19134175777435303,0.721136748790741,0.7608599066734314
27,0.9249761700630188,0.1873367428779602,0.7282415628433228,0.7390708327293396
28,0.9268835186958313,0.1815558820962906,0.7619893550872803,0.6555587649345398
29,0.9288969039916992,0.1776781529188156,0.7637655138969421,0.651216983795166
30,0.9303804039955139,0.17482133209705353,0.7655417323112488,0.6483981609344482
31,0.9316520094871521,0.17231100797653198,0.7619893550872803,0.6549294590950012
32,0.9326056838035583,0.16986499726772308,0.7655417323112488,0.6608641743659973
33,0.9348309636116028,0.1658806949853897,0.7779751420021057,0.6491754055023193
34,0.9358906149864197,0.16386909782886505,0.7761989235877991,0.6537895798683167
35,0.9364205002784729,0.16236363351345062,0.7761989235877991,0.6598765254020691
36,0.9369503259658813,0.16101904213428497,0.7761989235877991,0.6649962067604065
37,0.9375860691070557,0.15968932211399078,0.7761989235877991,0.6698306202888489
38,0.938433825969696,0.15736818313598633,0.7850799560546875,0.6656063199043274
39,0.9383278489112854,0.1562926322221756,0.7850799560546875,0.6686398386955261
40,0.9389636516571045,0.15551802515983582,0.7850799560546875,0.6718974113464355
41,0.9392815232276917,0.15478062629699707,0.7850799560546875,0.6746587157249451
42,0.9394934773445129,0.15404362976551056,0.7850799560546875,0.6778148412704468
43,0.9405531287193298,0.15283508598804474,0.7939609289169312,0.6750197410583496
44,0.9405531287193298,0.1523110568523407,0.7939609289169312,0.6765702962875366
45,0.9406591057777405,0.15191632509231567,0.7939609289169312,0.6783339381217957
46,0.9407650828361511,0.1515445113182068,0.7939609289169312,0.6799529194831848
47,0.9408710598945618,0.15118835866451263,0.7939609289169312,0.6814237833023071
48,0.9405531287193298,0.15054430067539215,0.7957371473312378,0.6805819869041443
49,0.9409769773483276,0.15025784075260162,0.7957371473312378,0.6812530755996704
50,0.9408710598945618,0.15006104111671448,0.7957371473312378,0.6820293664932251
51,0.9409769773483276,0.14987389743328094,0.7957371473312378,0.6828485131263733
52,0.9409769773483276,0.1496945321559906,0.7957371473312378,0.6836562752723694
53,0.9411889314651489,0.1493009477853775,0.8010657429695129,0.6837090849876404
54,0.9417187571525574,0.14916063845157623,0.8010657429695129,0.6840149164199829
55,0.941824734210968,0.14905701577663422,0.8010657429695129,0.6843960881233215
56,0.941824734210968,0.14896252751350403,0.8010657429695129,0.6848118901252747
57,0.941824734210968,0.14887098968029022,0.8010657429695129,0.6852371096611023
58,0.941824734210968,0.14878083765506744,0.8010657429695129,0.6856703758239746
59,0.941824734210968,0.14854687452316284,0.8010657429695129,0.6858780384063721
60,0.9419307112693787,0.14848962426185608,0.8010657429695129,0.6860613226890564
61,0.9417187571525574,0.14843790233135223,0.8010657429695129,0.6862598657608032
62,0.9416127800941467,0.14838963747024536,0.8010657429695129,0.6864637732505798
63,0.9415068626403809,0.14834266901016235,0.8010657429695129,0.6866718530654907
64,0.941824734210968,0.14821363985538483,0.8010657429695129,0.6867953538894653
65,0.9417187571525574,0.14818809926509857,0.8010657429695129,0.6868882179260254
66,0.9417187571525574,0.14816372096538544,0.8010657429695129,0.6869843006134033
67,0.9417187571525574,0.1481395661830902,0.8010657429695129,0.6870850920677185
68,0.9417187571525574,0.1481160968542099,0.8010657429695129,0.6871872544288635
69,0.9417187571525574,0.14804822206497192,0.8010657429695129,0.6872564554214478
70,0.9417187571525574,0.1480364352464676,0.8010657429695129,0.6873040199279785
71,0.9416127800941467,0.1480247676372528,0.8010657429695129,0.6873531341552734
72,0.9416127800941467,0.14801320433616638,0.8010657429695129,0.68740314245224
73,0.9416127800941467,0.14800167083740234,0.8010657429695129,0.6874536275863647
74,0.9416127800941467,0.147966206073761,0.8010657429695129,0.6874890923500061
75,0.9416127800941467,0.14796067774295807,0.8010657429695129,0.6875137686729431
76,0.9416127800941467,0.1479550302028656,0.8010657429695129,0.687537670135498
77,0.9416127800941467,0.14794960618019104,0.8010657429695129,0.6875625252723694
78,0.9416127800941467,0.14794400334358215,0.8010657429695129,0.6875876784324646
79,0.9416127800941467,0.14792652428150177,0.8010657429695129,0.687605619430542
80,0.9416127800941467,0.14792373776435852,0.8010657429695129,0.6876181960105896
81,0.9416127800941467,0.1479211300611496,0.8010657429695129,0.6876301765441895
82,0.9416127800941467,0.14791832864284515,0.8010657429695129,0.6876425743103027
83,0.9416127800941467,0.14791564643383026,0.8010657429695129,0.6876546740531921
84,0.9416127800941467,0.14790678024291992,0.8010657429695129,0.6876614689826965
85,0.9416127800941467,0.14790573716163635,0.8010657429695129,0.6876649260520935
86,0.9416127800941467,0.14790461957454681,0.8010657429695129,0.6876684427261353
87,0.9416127800941467,0.14790332317352295,0.8010657429695129,0.6876718997955322
88,0.9416127800941467,0.14790233969688416,0.8010657429695129,0.6876757144927979
89,0.9416127800941467,0.14789792895317078,0.8010657429695129,0.6876778602600098
90,0.9416127800941467,0.1478976309299469,0.8010657429695129,0.6876785755157471
91,0.9416127800941467,0.14789727330207825,0.8010657429695129,0.6876789331436157
92,0.9416127800941467,0.14789685606956482,0.8010657429695129,0.687679648399353
93,0.9416127800941467,0.14789654314517975,0.8010657429695129,0.6876800060272217
94,0.9416127800941467,0.14789488911628723,0.8010657429695129,0.6876806020736694
95,0.9416127800941467,0.1478947401046753,0.8010657429695129,0.6876806020736694
96,0.9416127800941467,0.14789462089538574,0.8010657429695129,0.6876808404922485
97,0.9416127800941467,0.14789454638957977,0.8010657429695129,0.6876808404922485
98,0.9416127800941467,0.14789444208145142,0.8010657429695129,0.6876809000968933
99,0.9416127800941467,0.14789387583732605,0.8010657429695129,0.6876809597015381
