epoch,accuracy,loss,val_accuracy,val_loss
0,0.6460739374160767,0.6243161559104919,0.5630550384521484,1.0543767213821411
1,0.6899438500404358,0.5761616230010986,0.6944937705993652,0.5707924962043762
2,0.703401505947113,0.5589006543159485,0.7033748030662537,0.5528892874717712
3,0.7143160104751587,0.5439506769180298,0.7460035681724548,0.5481895208358765
4,0.7231111526489258,0.5331831574440002,0.7335701584815979,0.5484617948532104
5,0.7280915379524231,0.5246901512145996,0.7246891856193542,0.5382644534111023
6,0.7347673773765564,0.5179387331008911,0.7229129672050476,0.5287818312644958
7,0.7363569140434265,0.5124421119689941,0.721136748790741,0.5338373780250549
8,0.7422909736633301,0.5072404742240906,0.7353463768959045,0.5286338925361633
9,0.7561725378036499,0.4862087666988373,0.7548845410346985,0.5106173157691956
10,0.7601991891860962,0.48060497641563416,0.7548845410346985,0.5117453932762146
11,0.7614707946777344,0.4772709310054779,0.7602131366729736,0.5117698907852173
12,0.7636960744857788,0.4744694232940674,0.758436918258667,0.5116595029830933
13,0.7665571570396423,0.4718741774559021,0.7566607594490051,0.5116102695465088
14,0.7691003680229187,0.4695242941379547,0.75133216381073,0.5115983486175537
15,0.7702659964561462,0.46734505891799927,0.7477797269821167,0.5119349360466003
16,0.7709017992019653,0.46528929471969604,0.7477797269821167,0.51249098777771
17,0.7731270790100098,0.4603036046028137,0.738898754119873,0.5132230520248413
18,0.7737628221511841,0.4592495858669281,0.7371225357055664,0.5115957856178284
19,0.774080753326416,0.4588361978530884,0.7371225357055664,0.5110555291175842
20,0.7741867303848267,0.45848581194877625,0.7371225357055664,0.5109430551528931
21,0.7745046019554138,0.45815423130989075,0.7371225357055664,0.5108557343482971
22,0.7751404047012329,0.45728960633277893,0.7371225357055664,0.5113537311553955
23,0.7751404047012329,0.45724835991859436,0.7371225357055664,0.5112668871879578
24,0.7753523588180542,0.4572092294692993,0.7371225357055664,0.5112063884735107
25,0.7753523588180542,0.4571720361709595,0.7371225357055664,0.5111504793167114
26,0.7751404047012329,0.4571359157562256,0.7371225357055664,0.5111064910888672
27,0.7752463817596436,0.4570358991622925,0.7371225357055664,0.5111296772956848
28,0.7752463817596436,0.4570327401161194,0.7371225357055664,0.5111246705055237
29,0.7752463817596436,0.4570291340351105,0.7371225357055664,0.5111197233200073
30,0.7752463817596436,0.4570257067680359,0.7371225357055664,0.5111146569252014
31,0.7752463817596436,0.45702239871025085,0.7371225357055664,0.5111103057861328
32,0.7752463817596436,0.4570121467113495,0.7371225357055664,0.5111108422279358
33,0.7752463817596436,0.4570120573043823,0.7371225357055664,0.511110246181488
34,0.7752463817596436,0.45701172947883606,0.7371225357055664,0.5111098885536194
